"Accession"	"Gene"	"Description"	"Class"	"Reference"
"VFG022091(gi:118468729)"	"PPE4"	"PPE_family_protein_"	"ESX-3_(T7SS)(CVF635)_"	"Mycobacterium_smegmatis_str._MC2_155"
"VFG000031(gb|NP_878988)"	"bplH"	"putative_glycosyl_transferase_"	"LPS_(VF0033)_"	"Bordetella_pertussis_Tohama_I"
"VFG014854(gi:146306058)"	"algI"	"membrane_bound_O-acyl_transferase,_MBOAT_family_protein_"	"Alginate_biosynthesis_(CVF522)_"	"Pseudomonas_mendocina_ymp"
"VFG043436(gi:42780864)"	"flgG"	"flagellar_basal_body_rod_protein_FlgG_"	"peritrichous_flagella_(AI153)_"	"Bacillus_cereus_ATCC_10987"
"VFG025428(gi:53724243)"	"fliP"	"flagellar_biosynthesis_protein_FliP_"	"Flagella_(CVF643)_"	"Burkholderia_mallei_ATCC_23344"
"VFG035052(gi:260855699)"	"nleG7"	"T3SS_effector_NleG_"	"NleG7_(CVF730)_"	"Escherichia_coli_O26:H11_str._11368"
"VFG016428(gi:118480312)"	"ugd"	"UDP-glucose_6-dehydrogenase_"	"Polysaccharide_capsule_(CVF567)_"	"Bacillus_thuringiensis_str._Al_Hakam"
"VFG041155(gi:206558756)"	"bscC"	"hypothetical_protein_"	"T6SS_(SS193)_"	"Burkholderia_cenocepacia_J2315"
"VFG018203(gi:91209355)"	"ecpA"	"MatB_precursor_"	"E._coli_common_pilus_(ECP)(CVF625)_"	"Escherichia_coli_UTI89"
"VFG049010"	"A225_4123"	"DNA-binding_capsular_synthesis_response_regulator_RcsB_"	"RcsAB_(CVF856)_"	"Klebsiella_oxytoca_E718"
"VFG044321(gi:206560064)"	"orbL"	"putative_ornibactin_biosynthesis_protein_"	"ornibactin_(IA036)_"	"Burkholderia_cenocepacia_J2315"
"VFG042402(gi:15800802)"	"ycbU"	"hypothetical_protein_"	"E._coli_YcbQ_laminin-binding_fimbriae_(ELF)(AI005)_"	"Escherichia_coli_O157:H7_str._EDL933"
"VFG038467(gb|YP_858122)"	"tapU"	"twitching_ATPase_"	"Tap_type_IV_pili_(CVF783)_"	"Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966"
"VFG024201(gi:387877236)"	"devR/dosR"	"Two_component_transcriptional_regulatory_protein_"	"DevR/S_(CVF334)_"	"Mycobacterium_intracellulare_str._MOTT36Y"
"VFG001984(gb|NP_282133)"	"jlpA"	"lipoprotein_"	"JlpA_(VF0329)_"	"Campylobacter_jejuni_subsp._jejuni_NCTC_11168"
"VFG007739(gi:145223891)"	"pcaA"	"Cyclopropane-fatty-acyl-phospholipid_synthase_"	"Proximal_cyclopropane_synthase_of_alpha_mycolates_(CVF285)_"	"Mycobacterium_gilvum_PYR-GCK"
"VFG023452(gi:340626795)"	"eccCa5"	"hypothetical_protein_"	"ESX-5_(T7SS)(CVF293)_"	"Mycobacterium_canettii_CIPT_140010059"
"VFG001856(gb|YP_094893)"	"ccmC"	"cytochrome_c-type_biogenesis_protein_CcmC,_putative_heme_lyase_for_CcmE_"	"CcmC_(VF0292)_"	"Legionella_pneumophila_subsp._pneumophila_str._Philadelphia_1"
"VFG018207(gi:26246301)"	"ecpB"	"Hypothetical_protein_yagY_precursor_"	"E._coli_common_pilus_(ECP)(CVF625)_"	"Escherichia_coli_CFT073"
"VFG012010(gi:57238363)"	"pseF"	"CMP-N-acetylneuraminic_acid_synthetase_"	"O-linked_flagellar_glycosylation_(CVF399)_"	"Campylobacter_jejuni_RM1221"
"VFG048361"	"A225_4836"	"fimbrial-like_protein_"	"Type_3_fimbriae_(CVF848)_"	"Klebsiella_oxytoca_E718"
"VFG012320(gi:15804895)"	"fimH"	"minor_fimbrial_subunit,_D-mannose_specific_adhesin_"	"Type_I_fimbriae_(CVF426)_"	"Escherichia_coli_O157:H7_str._EDL933"
"VFG038499(gi:330831157)"	"tppF"	"putative_pilin_"	"Tap_type_IV_pili_(CVF783)_"	"Aeromonas_veronii_B565"
"VFG000139(gb|NP_253697)"	"waaG"	"B-band_O-antigen_polymerase_"	"LPS_(VF0085)_"	"Pseudomonas_aeruginosa_PAO1"
"VFG041960(gi:77747784)"	"xopAM/xopXccR1"	"transducer_protein_car_"	"T3SS_(SS009)_"	"Xanthomonas_campestris_pv._campestris_str._ATCC_33913"
"VFG007104(gi:28896907)"	"gspD"	"general_secretion_pathway_protein_D_precursor_"	"EPS_type_II_secretion_system_(CVF268)_"	"Vibrio_parahaemolyticus_RIMD_2210633"
"VFG024453(gi:406028508)"	"eccD2"	"Secretion_protein_Snm4_"	"ESX-2_(T7SS)(CVF634)_"	"Mycobacterium_indicus_pranii_MTCC_9506"
"VFG013162(gi:170717278)"	"galU"	"UTP-glucose-1-phosphate_uridylyltransferase_"	"LOS_(CVF494)_"	"Haemophilus_somnus_2336"
"VFG014824(gi:71736757)"	"algX"	"alginate_biosynthesis_protein_AlgX_"	"Alginate_biosynthesis_(CVF522)_"	"Pseudomonas_syringae_pv._phaseolicola_1448A"
"VFG015707(gi:170722843)"	"fliQ"	"flagellar_biosynthetic_protein_FliQ_"	"Flagella_(CVF521)_"	"Pseudomonas_putida_W619"
"VFG007092(gi:28896909)"	"epsF"	"general_secretion_pathway_protein_F_"	"EPS_type_II_secretion_system_(CVF268)_"	"Vibrio_parahaemolyticus_RIMD_2210633"
"VFG024921(gi:83716420)"	"pilO"	"pilO_family_protein_"	"Type_IV_pili_(CVF638)_"	"Burkholderia_thailandensis_E264"
"VFG022057(gi:15828366)"	"eccC3"	"hypothetical_protein_"	"ESX-3_(T7SS)(CVF635)_"	"Mycobacterium_leprae_TN"
"VFG043205(gb|YP_001006773)"	"cheZ"	"chemotaxis_regulator_CheZ_"	"peritrichous_flagella_(AI145)_"	"Yersinia_enterocolitica_subsp._enterocolitica_8081"
"VFG015078(gi:146306761)"	"gacS"	"multi-sensor_hybrid_histidine_kinase_"	"GacS/GacA_two-component_system_(CVF529)_"	"Pseudomonas_mendocina_ymp"
"VFG023602(gi:332159962)"	"YE105_C0338"	"type_III_secretion_apparatus_protein,_YscR/HrcR_family_"	"TTSS_(chromosomally_encoded)(CVF045)_"	"Yersinia_enterocolitica_subsp._palearctica_105.5R(r)"
"VFG042726(gi:15801155)"	"csgF"	"curli_assembly_protein_CsgF_"	"curli_fibers_(AI093)_"	"Escherichia_coli_O157:H7_str._EDL933"
"VFG014805(gi:77457183)"	"algE"	"outer_membrane_protein_AlgE_"	"Alginate_biosynthesis_(CVF522)_"	"Pseudomonas_fluorescens_Pf0-1"
"VFG015690(gi:167034922)"	"fliI"	"flagellar_protein_export_ATPase_FliI_"	"Flagella_(CVF521)_"	"Pseudomonas_putida_GB-1"
"VFG035214(gi:157158477)"	"EcE24377A_3130"	"ImpA_family_type_VI_secretion-associated_protein_"	"SCI-I_T6SS_(CVF734)_"	"Escherichia_coli_E24377A"
"VFG030398(gi:340628080)"	"fadD13"	"putative_chain-fatty-acid-CoA_ligase_FADD13_"	"MymA_operon_(CVF649)_"	"Mycobacterium_canettii_CIPT_140010059"
"VFG037328(gi:213158099)"	"basD"	"nonribosomal_peptide_synthetase_BasD_"	"Acinetobactin_(CVF768)_"	"Acinetobacter_baumannii_AB0057"
"VFG007661(gi:59710774)"	"rmlA"	"Glucose-1-phosphate_thymidylyltransferase_"	"Capsular_polysaccharide_(CVF282)_"	"Vibrio_fischeri_ES114"
"VFG038779(gb|YP_857339)"	"flgI"	"flagellar_basal_body_P-ring_protein_"	"ND_(AI144)_"	"Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966"
"VFG049007(gb|YP_002920216.1)"	"rcsA"	"transcriptional_activator_for_ctr_capsule_biosynthesis_"	"RcsAB_(VF0571)_"	"Klebsiella_pneumoniae_subsp._pneumoniae_NTUH-K2044"
"VFG042756(gi:156121661)"	"lngS"	"LngS_"	"Longus_pili_(CS20)(AI099)_"	"Escherichia_coli_O8:H9_str._E9034A"
"VFG014632(gi:28869183)"	"fliA"	"flagellar_biosynthesis_sigma_factor_FliA_"	"Flagella_(CVF521)_"	"Pseudomonas_syringae_pv._tomato_str._DC3000"
"VFG041036(gi:15597560)"	"lip3"	"hypothetical_protein_"	"HSI-3_(SS180)_"	"Pseudomonas_aeruginosa_PAO1"
"VFG000114(gb|NP_253218)"	"xcpA/pilD"	"type_4_prepilin_peptidase_PilD_"	"Type_IV_pili_(VF0082)_"	"Pseudomonas_aeruginosa_PAO1"
"VFG038462(gi:330828668)"	"tapQ"	"type_IV_pilus_secretin_PilQ_"	"Tap_type_IV_pili_(CVF783)_"	"Aeromonas_veronii_B565"
"VFG020079(gi:229591804)"	"pvdG"	"putative_thioesterase_"	"Pyoverdine_(CVF551)_"	"Pseudomonas_fluorescens_SBW25"
"VFG042750(gi:15599499)"	"tadZ"	"TadZ_"	"type_IV_pili_(AI098)_"	"Pseudomonas_aeruginosa_PAO1"
"VFG031039(gi:118465544)"	"zmp1"	"peptidase_M13_"	"Zn++_metallophrotease_(CVF655)_"	"Mycobacterium_avium_104"
"VFG007682(gi:28901261)"	"cpsD"	"putative_exopolysaccharide_biosynthesis_protein_"	"Capsular_polysaccharide_(CVF282)_"	"Vibrio_parahaemolyticus_RIMD_2210633"
"VFG006010(gi:55821118)"	"stu1106"	"exopolysaccharide_biosynthesis_protein,_truncated_"	"Capsule_(CVF186)_"	"Streptococcus_thermophilus_LMG_18311"
"VFG022896(gi:183981153)"	"whiB3"	"WhiB-like_regulatory_protein,_WhiB3_"	"WhiB3_(CVF330)_"	"Mycobacterium_marinum_M"
"VFG004623(gi:15928082)"	"fnbA"	"hypothetical_protein_"	"Fibronectin_binding_proteins_(CVF100)_"	"Staphylococcus_aureus_subsp._aureus_N315"
"VFG022308(gi:41407603)"	"PPE25"	"hypothetical_protein_"	"ESX-5_(T7SS)(CVF293)_"	"Mycobacterium_avium_subsp._paratuberculosis_K-10"
"VFG043141(gi:28901368)"	"scrA"	"aminotransferase_ScrA_"	"lateral_flagella_(AI142)_"	"Vibrio_parahaemolyticus_RIMD_2210633"
"VFG012135(gi:110800876)"	"nagI"	"putative_hyaluronoglucosaminidase_"	"Mu-toxin_(neuraminidase)(CVF412)_"	"Clostridium_perfringens_ATCC_13124"
"VFG038807(gb|YP_857346)"	"flgB"	"flagellar_basal-body_rod_protein_FlgB_"	"ND_(AI144)_"	"Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966"
"VFG000886(gb|NP_755463)"	"papJ"	"P_pilus_assembly_protein_PapJ_"	"P_fimbriae_(VF0220)_"	"Escherichia_coli_CFT073"
"VFG015727(gi:170723854)"	"motB"	"OmpA/MotB_domain_protein_"	"Flagella_(CVF521)_"	"Pseudomonas_putida_W619"
"VFG014132(gi:152985544)"	"PSPA7_1983"	"glycosyltransferase_"	"LPS_O-antigen_(P._aeruginosa)(CVF520)_"	"Pseudomonas_aeruginosa_PA7"
"VFG007558(gi:28899003)"	"cheA"	"chemotaxis_protein_CheA_"	"Flagella_(CVF281)_"	"Vibrio_parahaemolyticus_RIMD_2210633"
"VFG023941(gi:406028960)"	"purC"	"phosphoribosyl_aminoimidazole-succinocarboxamide_synthase_"	"Purine_synthesis_(CVF306)_"	"Mycobacterium_indicus_pranii_MTCC_9506"
"VFG009833(gi:118468513)"	"prrA"	"DNA-binding_response_regulator_PrrA_"	"PrrA/B_(CVF332)_"	"Mycobacterium_smegmatis_str._MC2_155"
"VFG035561(gi:117622505)"	"aec27/clpV"	"ATPase_"	"AEC_(SS184)_"	"Escherichia_coli_APEC_O1"
"VFG014810(gi:28868449)"	"algG"	"alginate_biosynthesis_protein_AlgG_"	"Alginate_biosynthesis_(CVF522)_"	"Pseudomonas_syringae_pv._tomato_str._DC3000"
"VFG048726"	"Kvar_2965"	"lipoprotein_"	"T6SS-I_(CVF853)_"	"Klebsiella_variicola_At-22"
"VFG010007(gi:126432721)"	"mce2A"	"virulence_factor_Mce_family_protein_"	"Mce2_(CVF337)_"	"Mycobacterium_sp._JLS"
"VFG005079(gi:15923149)"	"capK"	"capsular_polysaccharide_synthesis_enzyme_Cap5K_"	"Capsule_(CVF110)_"	"Staphylococcus_aureus_subsp._aureus_Mu50"
"VFG043066(gi:16765317)"	"fliP"	"flagellar_biosynthesis_protein_FliP_"	"peritrichous_flagella_(AI139)_"	"Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2"
"VFG044448(gi:15599847)"	"cupE5"	"hypothetical_protein_"	"CupE_fimbriae_(AI449)_"	"Pseudomonas_aeruginosa_PAO1"
"VFG037541(gi:169633822)"	"ABSDF2280"	"hypothetical_protein_"	"Heme_utilization__(CVF769)_"	"Acinetobacter_baumannii_SDF"
"VFG042613(gi:197285735)"	"pmfE"	"minor_fimbrial_subunit_"	"PMF_pili_(AI070)_"	"Proteus_mirabilis_HI4320"
"VFG045792"	"csgB"	"minor_curlin_subunit_CsgB_"	"Curli_fibers_(CVF822)_"	"Escherichia_coli_O25b:H4-ST131"
"VFG000872(gb|NP_757240)"	"fimE"	"Type_1_fimbriae_Regulatory_protein_fimE_"	"Type_1_fimbriae_(VF0221)_"	"Escherichia_coli_CFT073"
"VFG014806(gi:146306062)"	"algE"	"hypothetical_protein_"	"Alginate_biosynthesis_(CVF522)_"	"Pseudomonas_mendocina_ymp"
"VFG030388(gi:15610226)"	"fadD13"	"Probable_chain-fatty-acid-CoA_ligase_FadD13_(fatty-acyl-CoA_synthetase"	"ND"	"ND"
"VFG049843(gb|YP_001349985.1)"	"exlB"	"hemolysin_activator_protein_"	"Exolysin_(VF0582)_"	"Pseudomonas_aeruginosa_PA7"
"VFG006637(gb|NP_207609)"	"motB"	"flagellar_motor_protein_"	"Pse5Ac7Ac_(AI150)_"	"Helicobacter_pylori_26695"
"VFG029698(gi:379755101)"	"mps1"	"linear_gramicidin_synthetase_subunit_D_"	"GPL_locus_(CVF650)_"	"Mycobacterium_intracellulare_MOTT-02"
"VFG027788(gi:433650310)"	"mce4D"	"virulence_factor_Mce_family_protein_"	"Mce4_(CVF339)_"	"Mycobacterium_smegmatis_JS623"
"VFG014390(gi:104782823)"	"fleR"	"response_regulator_FleR_"	"Flagella_(CVF521)_"	"Pseudomonas_entomophila_L48"
"VFG043645(gi:145551)"	"clpF"	"ClpF_"	"CS31A_capsule-like_antigen_(AI036)_"	"Escherichia_coli_K-12_31A"
"VFG043689(gi:112292714)"	"clbF"	"putative_acyl-CoA_dehydrogenase_"	"colibactin_(TX033)_"	"Escherichia_coli_O18:K1:H7_str._IHE3034"
"VFG018658(gi:157150042)"	"gtfG"	"glucosyltransferase_G_"	"Streptococcal_glucosyltransferases_(CVF133)_"	"Streptococcus_gordonii_str._Challis_substr._CH1"
"VFG042677(gi:38016007)"	"etfC"	"fimbrial_usher_protein_"	"Putative_fimbriae_(AI082)_"	"Edwardsiella_tarda_str._KG8401"
"VFG049810"	"SAUSA300_0298"	"hypothetical_protein_"	"Type_VII_secretion_system_(CVF624)_"	"Staphylococcus_aureus_subsp._aureus_str._Newman"
"VFG034170(gi:387612535)"	"ybtE"	"yersiniabactin_siderophore_biosynthetic_protein_"	"Yersiniabactin_siderophore_(CVF458)_"	"Escherichia_coli_O78:H11:K80_str._H10407"
"VFG016289(gi:118477347)"	"nheC"	"enterotoxin_C_"	"Non-hemolytic_enterotoxin_(Nhe)(CVF564)_"	"Bacillus_thuringiensis_str._Al_Hakam"
"VFG041723(gi:206563883)"	"bcscR"	"type_III_secretion_system_protein_"	"T3SS_(SS015)_"	"Burkholderia_cenocepacia_J2315"
"VFG014522(gi:77457774)"	"fliN"	"flagellar_motor_switch_protein_"	"Flagella_(CVF521)_"	"Pseudomonas_fluorescens_Pf0-1"
"VFG005633(gi:50914339)"	"hylP"	"Hyaluronoglucosaminidase_"	"Hyaluronidase_(CVF154)_"	"Streptococcus_pyogenes_MGAS10394"
"VFG042089(gi:15832971)"	"eprJ"	"EprJ_"	"ETT2_(SS017)_"	"Escherichia_coli_O157:H7_str._Sakai"
"VFG029172(gi:397679176)"	"fadE14"	"acyl-CoA_dehydrogenase_YngJ_"	"Mycobactin_(CVF315)_"	"Mycobacterium_abscessus_subsp._bolletii_str._GO_06"
"VFG006087(gi:116628182)"	"STER_1443"	"Membrane_protein_involved_in_the_export_of_polysaccharides_"	"Capsule_(CVF186)_"	"Streptococcus_thermophilus_LMD-9"
"VFG043597(gi:290580240)"	"gbpC"	"glucan-binding_protein_C_"	"GbpD_(AI423)_"	"Streptococcus_mutans_NN2025(AI437)_"
"VFG048815"	"KPHS_35560"	"dTDP-4-dehydrorhamnose_reductase_"	"Capsule_(CVF854)_"	"Klebsiella_pneumoniae_subsp._pneumoniae_HS11286"
"VFG000751(gb|YP_002332159)"	"bfpB"	"BfpB_secretin_"	"BFP_(VF0174)_"	"Escherichia_coli_O127:H6_str._E2348/69"
"VFG038531(gi:330830428)"	"flpG"	"Flp_pilus_assembly_protein_TadB_"	"Flp_type_IV_pili_(CVF784)_"	"Aeromonas_veronii_B565"
"VFG048303"	"KPHS_43610"	"fimbrial_protein_FimH_"	"Type_I_fimbriae_(CVF847)_"	"Klebsiella_pneumoniae_subsp._pneumoniae_HS11286"
"VFG045585(gb|YP_096559)"	"lpg2552"	"Dot/Icm_type_IV_secretion_system_effector_"	"Dot/Icm_(VF0156)_"	"Legionella_pneumophila_subsp._pneumophila_str._Philadelphia_1"
"VFG000130(gb|NP_252238)"	"algI"	"alginate_o-acetyltransferase_AlgI_"	"Alginate_(VF0091)_"	"Pseudomonas_aeruginosa_PAO1"
"VFG011642(gi:121612147)"	"cadF"	"fibronectin-binding_protein_"	"CadF_(CVF389)_"	"Campylobacter_jejuni_subsp._jejuni_81-176"
"VFG013553(gi:148827280)"	"ompP2"	"Outer_membrane_protein_P2_precursor_"	"P2_porin_(CVF497)_"	"Haemophilus_influenzae_PittGG"
"VFG033364(gi:386642066)"	"fimH"	"type_1_fimbiral_adhesin_FimH_"	"Type_I_fimbriae_(CVF426)_"	"Escherichia_coli_ABU_83972"
"VFG014149(gi:152985328)"	"flgB"	"flagellar_basal-body_rod_protein_FlgB_"	"Flagella_(CVF521)_"	"Pseudomonas_aeruginosa_PA7"
"VFG015602(gi:28867427)"	"hdtS"	"hdtS_protein_"	"Acylhomoserine_lactone_synthase_(CVF528)_"	"Pseudomonas_syringae_pv._tomato_str._DC3000"
"VFG013933(gi:146305994)"	"pilX"	"Tfp_pilus_assembly_protein_PilX-like_protein_"	"Type_IV_pili_biosynthesis_(CVF518)_"	"Pseudomonas_mendocina_ymp"
"VFG004991(gb|NP_645577)"	"sell"	"staphylococcal_enterotoxin_L_precursor_"	"Enterotoxin-like_L_(CVF065)_"	"Staphylococcus_aureus_subsp._aureus_MW2"
"VFG048607"	"iucC"	"hypothetical_protein_"	"Aerobactin_(CVF852)_"	"Klebsiella_pneumoniae_subsp._rhinoscleromatis_SB3432"
"VFG014643(gi:152985501)"	"flgA"	"hypothetical_protein_"	"Flagella_(CVF521)_"	"Pseudomonas_aeruginosa_PA7"
"VFG038080(gi:523521489)"	"BJAB07104_00102"	"UDP-glucose_pyrophosphorylase_"	"Capsule_(CVF775)_"	"Acinetobacter_baumannii_BJAB07104"
"VFG009334(gi:126437508)"	"purC"	"phosphoribosylaminoimidazole-succinocarboxamide_synthase_"	"Purine_synthesis_(CVF306)_"	"Mycobacterium_sp._JLS"
"VFG037939(gi:384130048)"	"ABK1_0088"	"Putative_NeuA_"	"Capsule_(CVF775)_"	"Acinetobacter_baumannii_1656-2"
"VFG034098(gi:386639499)"	"irp2"	"yersiniabactin_biosynthetic_protein_"	"Yersiniabactin_siderophore_(CVF458)_"	"Escherichia_coli_ABU_83972"
"VFG035107(gi:410480999)"	"O3M_04330"	"hypothetical_protein_"	"SCI-I_T6SS_(CVF734)_"	"Escherichia_coli_O104:H4_str._2009EL-2050"
"VFG026470(gi:433631812)"	"ideR"	"Iron-dependent_repressor_and_activator_IdeR_"	"Iron-dependent_regulator_(CVF314)_"	"Mycobacterium_canettii_CIPT_140070010"
"VFG035450(gi:387605687)"	"aec32"	"putative_type_VI_secretion_system_protein_"	"ACE_T6SS_(CVF736)_"	"Escherichia_coli_O44:H18_042"
"VFG007630(gi:37678524)"	"wzc"	"putative_tyrosine-protein_kinase_Wzc_"	"Capsular_polysaccharide_(CVF282)_"	"Vibrio_vulnificus_YJ016"
"VFG014815(gi:104783506)"	"algG"	"alginate-C5-mannuronan-epimerase_AlgG_"	"Alginate_biosynthesis_(CVF522)_"	"Pseudomonas_entomophila_L48"
"VFG038595(gb|YP_854919)"	"mshM"	"membrane_protein_with_ATPase_domain,_GspA-like_"	"ND"	"ND"
"VFG035563(gi:291281042)"	"aec27/clpV"	"type_VI_secretion_ATPase,_ClpV1_family_"	"ACE_T6SS_(CVF736)_"	"Escherichia_coli_O55:H7_str._CB9615"
"VFG047305"	"wbtQ"	"aminotransferase_"	"LPS_(CVF834)_"	"Francisella_novicida_U112"
"VFG030695(gi:406029601)"	"sugC"	"maltodextrin_import_ATP-binding_protein_msmX_"	"Trehalose-recycling_ABC_transporter_(CVF651)_"	"Mycobacterium_indicus_pranii_MTCC_9506"
"VFG037664(gb|YP_001847022)"	"pgaB"	"poly-beta-1,6-N-acetyl-D-glucosamine_N-deacetylase_PgaB_"	"PNAG_(VF0472)_"	"Acinetobacter_baumannii_ACICU"
"VFG013706(gi:145294507)"	"hmuT"	"hypothetical_protein_"	"ABC-type_heme_transporter_(CVF514)_"	"Corynebacterium_glutamicum_R"
"VFG015631(gi:170720740)"	"fimV"	"Peptidoglycan-binding_LysM_"	"Type_IV_pili_biosynthesis_(CVF518)_"	"Pseudomonas_putida_W619"
"VFG035601(gi:387605693)"	"aec26"	"putative_type_VI_secretion_system_protein_"	"ACE_T6SS_(CVF736)_"	"Escherichia_coli_O44:H18_042"
"VFG002348(gb|YP_001006761)"	"flgE"	"flagellar_hook_protein_FlgE_"	"Flagella_(VF0394)_"	"Yersinia_enterocolitica_subsp._enterocolitica_8081"
"VFG000064(gb|NP_880904)"	"bcrD"	"Type_III_secretion_system_LcrD_homolog_protein_BcrD_"	"TTSS_(VF0035)_"	"Bordetella_pertussis_Tohama_I"
"VFG022851(gi:333992798)"	"sodA"	"superoxide_dismutase_"	"Iron-cofactored__SOD_(CVF324)_"	"Mycobacterium_sp._JDM601"
"VFG023006(gi:333988766)"	"mce1E"	"MCE_family_lipoprotein_LprK_"	"Mce1_(CVF336)_"	"Mycobacterium_sp._JDM601"
"VFG006072(gi:125719003)"	"capD"	"Cps9E,_putative_"	"Capsule_(CVF186)_"	"Streptococcus_sanguinis_SK36"
"VFG012213(gi:117625201)"	"papG"	"PapG_"	"P_fimbriae_(CVF425)_"	"Escherichia_coli_APEC_O1"
"VFG044086(gi:15597583)"	"fpvI"	"RNA_polymerase_sigma_factor_"	"pyoverdine_(IA001)_"	"Pseudomonas_aeruginosa_PAO1"
"VFG049087"	"A225_3872"	"O-antigen_export_system_permease_protein_RfbD_"	"LPS_rfb_locus_(CVF857)_"	"Klebsiella_oxytoca_E718"
"VFG012936(gi:110804319)"	"gtrA"	"bactoprenol-linked_glucose_translocase_"	"LPS_glucosylation_(CVF473)_"	"Shigella_flexneri_5_str._8401"
"VFG042469(gi:41157)"	"cs3-2"	"outer_membrane_usher_protein_CS3-2_"	"coli_surface_antigen_CS3_(AI021)_"	"Escherichia_coli_str._PB176"
"VFG009893(gi:145224429)"	"devR/dosR"	"two_component_transcriptional_regulator,_LuxR_family_"	"DevR/S_(CVF334)_"	"Mycobacterium_gilvum_PYR-GCK"
"VFG000882(gb|NP_755467)"	"papA"	"P_pilus_major_subunit_PapA_"	"P_fimbriae_(VF0220)_"	"Escherichia_coli_CFT073"
"VFG042592(gi:46487741)"	"stgC"	"StgC_"	"Stg_fimbriae_(AI047)_"	"Escherichia_coli_O78:K80:H9_chi7122"
"VFG013242(gb|NP_438232)"	"lpxK"	"tetraacyldisaccharide_4'-kinase_"	"LOS_(CVF494)_"	"Haemophilus_influenzae_Rd_KW20"
"VFG037804(gi:384132116)"	"lpxB"	"lpxB_"	"LPS_(CVF774)_"	"Acinetobacter_baumannii_1656-2"
"VFG014520(gi:104782810)"	"fliN"	"flagellar_motor_switch_protein_FliN_"	"Flagella_(CVF521)_"	"Pseudomonas_entomophila_L48"
"VFG004845(gi:15926746)"	"hly/hla"	"Alpha-Hemolysin_precursor_"	"Alpha_hemolysin_(CVF085)_"	"Staphylococcus_aureus_subsp._aureus_N315"
"VFG038431(gb|YP_858308)"	"tapB"	"type_IV_pilus_assembly_ATPase,_PilB-like_"	"Tap_type_IV_pili_(CVF783)_"	"Aeromonas_hydrophila_subsp._hydrophila_ATCC_7966"
"VFG002287(gb|YP_001087137)"	"toxA"	"toxin_A_"	"TcdA_(VF0376)_"	"Clostridium_difficile_630"
"VFG030616(gi:15608377)"	"sugB"	"Probable_sugar-transport_integral_membrane_protein_ABC_transporter_SugB_"	"Trehalose-recycling_ABC_transporter_(CVF651)_"	"Mycobacterium_tuberculosis_H37Rv"
"VFG000512(gb|NP_460377)"	"ssaL"	"type_III_secretion_system_gatekeeper_SsaL_"	"TTSS(SPI-2_encode)(VF0321)_"	"Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2"
"VFG004061(gi:16760106)"	"phoP"	"transcriptional_regulatory_protein_PhoP,_regulator_of_virulence_determinants_"	"PhoPQ_(CVF010)_"	"Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18"
"VFG045540(gb|YP_095743)"	"lpg1716"	"Dot/Icm_type_IV_secretion_system_effector_"	"Dot/Icm_(VF0156)_"	"Legionella_pneumophila_subsp._pneumophila_str._Philadelphia_1"
"VFG016399(gi:42784438)"	"BCE_5393"	"UDP-galactose_phosphate_transferase_"	"Polysaccharide_capsule_(CVF567)_"	"Bacillus_cereus_ATCC_10987"
"VFG001401(gb|NP_216866)"	"plcB"	"membrane-associated_phospholipase_B_"	"Phospholipase_C_(VF0320)_"	"Mycobacterium_tuberculosis_H37Rv"
"VFG035146(gi:386620386)"	"ECNA114_28561"	"hypothetical_protein_"	"SCI-I_T6SS_(CVF734)_"	"Escherichia_coli_NA114"
"VFG038672(gi:145298357)"	"fliQ"	"flagellar_biosynthetic_protein_FliQ_"	"Polar_flagella_(CVF786)_"	"Aeromonas_salmonicida_subsp._salmonicida_A449"
"VFG049288"	"KPN2242_14250"	"hypothetical_protein_"	"T6SS-III_(CVF862)_"	"Klebsiella_pneumoniae_KCTC_2242"
"VFG044252(gi:151220270)"	"sirB"	"siderophore_compound_ABC_transporter_permease_protein_SirB_"	"staphyloferrin_B_(IA027)_"	"Staphylococcus_aureus_subsp._aureus_str._Newman"
"VFG020108(gi:187734344)"	"mxiC"	"MxiC_"	"Mxi-Spa_TTSA_(type_III_secretion_apparatus)(CVF462)_"	"Shigella_boydii_CDC_3083-94"
"VFG022235(gi:119867194)"	"eccC4"	"cell_divisionFtsK/SpoIIIE_"	"ESX-4_(T7SS)(CVF636)_"	"Mycobacterium_sp._KMS"
"VFG044210(gi:47530066)"	"fpuB"	"iron-hydroxamate_transporter_permease_subunit_"	"petrobactin_(IA028)_"	"Bacillus_anthracis_str._Ames_Ancestor"
"VFG038444(gb|YP_008044539)"	"tapM"	"type_IV_pilus_assembly_protein_"	"Tap_type_IV_pili_(VF0475)_"	"Aeromonas_hydrophila_ML09-119"
"VFG030602(gi:385994268)"	"sugA"	"sugar-transport_integral_membrane_protein_ABC_transporter_SugA_"	"Trehalose-recycling_ABC_transporter_(CVF651)_"	"Mycobacterium_tuberculosis_CCDC5079"
"VFG012299(gi:15804892)"	"fimD"	"outer_membrane_protein"	"_export_and_assembly_of_type_1_fimbriae,_interrupted_"	"Type_I_fimbriae_(CVF426)_;Escherichia_coli_O157:H7_str._EDL933"
